0 0.00000 0.33000 0.00000 0.29000
1 0.00628 0.86000 0.45000 0.76000
2 0.01257 1.27000 0.65000 0.04000
3 0.01885 1.15000 0.49000 0.43000
4 0.02513 2.43000 0.77000 0.63000
5 0.03141 2.35000 0.94000 0.13000
6 0.03769 3.36000 0.45000 0.38000
7 0.04397 3.92000 0.92000 0.06000
8 0.05024 3.99000 0.44000 0.40000
9 0.05652 4.21000 0.11000 0.04000
10 0.06279 5.12000 0.53000 0.18000
11 0.06906 5.27000 0.55000 0.28000
12 0.07533 6.40000 0.61000 0.88000
13 0.08159 6.59000 0.12000 0.69000
14 0.08785 7.13000 0.42000 0.17000
15 0.09411 7.26000 0.78000 0.17000
16 0.10036 7.90000 0.69000 0.96000
17 0.10661 8.26000 0.84000 0.24000
18 0.11286 9.22000 1.23000 0.43000
19 0.11910 9.36000 1.17000 0.70000
20 0.12533 9.61000 0.86000 0.83000
21 0.13156 10.68000 0.76000 0.90000
22 0.13779 11.17000 0.55000 0.99000
23 0.14401 11.29000 0.36000 0.72000
24 0.15023 12.32000 0.03000 0.25000
25 0.15643 12.30000 0.50000 0.44000
26 0.16264 13.12000 0.71000 0.90000
27 0.16883 13.23000 1.02000 0.05000
28 0.17502 14.17000 1.27000 0.39000
29 0.18121 14.35000 0.86000 0.54000
30 0.18738 14.79000 0.63000 0.86000
31 0.19355 15.02000 0.80000 0.69000
32 0.19971 15.72000 0.86000 0.82000
33 0.20586 16.58000 1.33000 0.42000
34 0.21201 17.19000 1.36000 0.64000
35 0.21814 17.67000 1.72000 0.97000
36 0.22427 18.43000 1.87000 0.07000
37 0.23039 18.56000 1.43000 0.55000
38 0.23650 18.61000 1.76000 0.04000
39 0.24260 19.42000 1.45000 0.48000
40 0.24869 19.79000 1.19000 0.11000
41 0.25477 20.73000 0.97000 0.22000
42 0.26084 20.71000 1.18000 0.28000
43 0.26690 21.19000 1.00000 0.99000
44 0.27295 22.34000 0.79000 0.43000
45 0.27899 22.37000 0.32000 0.46000
46 0.28502 23.48000 0.01000 0.68000
47 0.29104 23.24000 0.21000 0.40000
48 0.29704 23.65000 0.39000 0.22000
49 0.30304 24.70000 -0.03000 0.11000
50 0.30902 24.63000 -0.38000 0.10000
51 0.31499 25.26000 -0.48000 0.05000
52 0.32094 26.41000 -0.49000 0.01000
53 0.32689 26.80000 -0.03000 0.61000
54 0.33282 27.06000 -0.30000 0.30000
55 0.33874 27.73000 -0.62000 0.78000
56 0.34464 28.12000 -0.67000 0.05000
57 0.35053 28.70000 -0.71000 0.20000
58 0.35641 29.46000 -0.70000 0.36000
59 0.36228 29.81000 -0.99000 0.44000
60 0.36812 29.55000 -0.94000 0.26000
61 0.37396 30.25000 -0.65000 0.22000
62 0.37978 31.34000 -0.27000 0.65000
63 0.38558 31.27000 -0.13000 0.08000
64 0.39137 31.86000 -0.35000 0.16000
65 0.39715 32.05000 -0.44000 0.82000
66 0.40291 32.96000 -0.44000 0.58000
67 0.40865 33.29000 -0.01000 0.24000
68 0.41438 33.63000 -0.51000 0.37000
69 0.42009 34.57000 -0.67000 0.62000
70 0.42578 34.74000 -0.53000 0.24000
71 0.43146 35.95000 -0.79000 0.00000
72 0.43712 36.32000 -1.15000 0.36000
73 0.44276 36.45000 -0.78000 0.52000
74 0.44838 36.64000 -0.72000 0.99000
75 0.45399 37.67000 -0.79000 0.79000
76 0.45958 37.84000 -0.38000 0.50000
77 0.46515 38.64000 -0.61000 0.68000
78 0.47070 38.93000 -0.46000 0.71000
79 0.47624 39.50000 -0.37000 0.73000
80 0.48175 40.37000 -0.51000 0.31000
81 0.48725 40.08000 -0.69000 0.81000
82 0.49273 41.26000 -0.68000 0.30000
83 0.49819 41.78000 -0.81000 0.33000
84 0.50362 42.38000 -1.03000 0.94000
85 0.50904 42.84000 -0.78000 0.60000
86 0.51444 42.53000 -1.21000 0.63000
87 0.51982 43.51000 -0.97000 0.99000
88 0.52517 44.04000 -1.26000 0.81000
89 0.53051 44.99000 -1.18000 0.99000
90 0.53583 44.82000 -0.73000 0.96000
91 0.54112 45.60000 -0.94000 0.59000
92 0.54639 46.26000 -1.07000 0.73000
93 0.55165 46.68000 -1.22000 0.13000
94 0.55688 46.89000 -0.79000 0.68000
95 0.56208 47.12000 -1.11000 0.90000
96 0.56727 47.76000 -1.33000 0.95000
97 0.57243 48.86000 -1.40000 0.26000
98 0.57757 49.44000 -1.79000 0.66000
99 0.58269 49.39000 -2.01000 0.84000
