0 0.00000
1 0.90484
2 6.54985
3 20.00209
4 42.90048
5 75.81633
6 118.54331
7 170.32877
8 230.05643
9 296.38928
10 367.87946
11 443.05139
12 520.46356
13 598.75232
14 676.66211
15 753.06427
16 826.96814
17 897.52411
18 964.02307
19 1025.89124
20 1082.68225
21 1134.06885
22 1179.83203
23 1219.84937
24 1254.08484
25 1282.57812
26 1305.43225
27 1322.80603
28 1334.90259
29 1341.96118
30 1344.25085
31 1342.06055
32 1335.69580
33 1325.47046
34 1311.70288
35 1294.71277
36 1274.81543
37 1252.32068
38 1227.52905
39 1200.72986
40 1172.20093
41 1142.20544
42 1110.99194
43 1078.79517
44 1045.83276
45 1012.30731
46 978.40558
47 944.29871
48 910.14398
49 876.08295
50 842.24335
51 808.73962
52 775.67285
53 743.13336
54 711.19885
55 679.93658
56 649.40411
57 619.64923
58 590.71216
59 562.62439
60 535.41046
61 509.08841
62 483.67001
63 459.16241
64 435.56723
65 412.88199
66 391.10040
67 370.21265
68 350.20648
69 331.06656
70 312.77551
71 295.31415
72 278.66159
73 262.79602
74 247.69426
75 233.33247
76 219.68619
77 206.73050
78 194.44052
79 182.79100
80 171.75687
81 161.31308
82 151.43521
83 142.09866
84 133.27969
85 124.95501
86 117.10155
87 109.69728
88 102.72035
89 96.14991
90 89.96574
91 84.14809
92 78.67818
93 73.53770
94 68.70924
95 64.17609
96 59.92203
97 55.93180
98 52.19059
99 48.68442
